Word,OccurTotal,OccurNum,Rating.Mean,Rating.SD,Frequency
backslid,21,19,11.26,3.3,3
balk,20,15,12.93,4.5,3
bamboozle,19,16,14.38,3.34,3
bandoleer,19,12,13.67,5.12,3
bantamweight,19,9,15.89,4.26,3
barbarity,21,17,13.06,2.99,3
bemused,18,14,14.71,2.64,3
benchmarking,20,20,13.55,4.86,3
blancmange,18,6,13.5,2.51,3
blowhole,19,19,9.32,1.95,3
boneshaker,20,13,12.77,3.85,3
bootless,18,17,8.06,1.95,3
bootlicker,20,18,14.06,3.61,3
borehole,19,11,13.91,3.3,3
botheration,18,8,15.25,2.38,3
bouffant,20,17,13.71,3.74,3
bowwow,19,17,4.29,2.76,3
braveness,19,19,8.26,3.07,3
broadminded,19,19,13.11,2.69,3
brumby,20,5,15.8,3.7,3
bumbler,19,14,11.64,4.38,3
bumpiness,19,19,8.89,2.98,3
bund,20,11,15.36,4.34,3
burglarize,18,18,10.89,3.38,3
cabalist,21,7,15.71,5.09,3
cabling,19,16,12.44,2.31,3
campy,20,18,11.94,3.49,3
capsaicin,18,9,16.33,2.78,3
cardsharp,21,12,12.58,4.94,3
carnality,20,17,14.06,3.03,3
casework,20,20,13.25,3.57,3
castoff,20,20,10.25,2.94,3
catchable,19,18,9.56,3.2,3
catsup,19,17,6.65,3.9,3
cavernous,19,18,10.56,2.87,3
chanson,20,2,15.5,3.54,3
charnel,18,6,13.33,2.66,3
cheapie,19,14,9.71,3.38,3
chervil,19,7,14.57,2.64,3
chiller,20,18,9.94,2.8,3
chintzy,19,15,13.07,2.94,3
chiropodist,18,7,17.57,2.37,3
chlordane,19,7,18.71,4.64,3
choler,19,8,17.25,2.25,3
clamshell,21,18,8.11,3.6,3
cliquey,18,16,12.5,2.16,3
coagulant,19,17,14.18,3.8,3
coalesce,19,18,16.22,3.7,3
coattail,20,20,10.8,3,3
cogitate,19,14,14.86,2.18,3
coif,18,15,16,3.02,3
comfit,21,5,14.8,3.49,3
conductivity,20,20,14.15,3.47,3
conformable,19,18,12.78,4.6,3
conic,20,13,13,1.96,3
constrict,20,20,9.75,2.17,3
contributory,19,17,13.71,4.22,3
coonhound,20,18,9.94,3.24,3
cordite,20,8,16.88,4.39,3
cornflower,20,20,8.05,2.72,3
corundum,19,10,16.4,2.63,3
cosmetician,21,18,12,3.24,3
cowman,20,14,10.71,2.76,3
credulity,19,14,14.71,2.7,3
crevasse,18,14,11.43,2.53,3
criminological,19,17,14,3.62,3
crimping,19,16,11.38,3.4,3
crumby,20,15,8.53,3.94,3
cryobiology,19,9,16.67,5.07,3
cultureless,18,17,13.65,2.85,3
curricular,21,20,10.1,3.88,3
cyanic,19,11,16,2.86,3
debarkation,19,11,14.36,4.25,3
debauch,18,13,15.15,3.46,3
debridement,18,7,18,4.4,3
deflation,19,19,11.26,3.78,3
deformation,18,18,13.5,3.28,3
delectation,20,7,12.71,4.42,3
demoralize,18,17,13.88,2.52,3
deputation,20,11,17.64,3.56,3
desalinization,20,13,16.15,2.54,3
desolated,18,18,12.06,2.15,3
despondency,21,15,13.93,3.63,3
devastator,20,16,11.25,3.3,3
dhow,18,4,17.75,0.5,3
diamante,21,8,14,5.73,3
diplomatist,18,15,14.73,4.03,3
dirham,20,6,12,4.98,3
disuse,20,19,10.95,3.26,3
docudrama,20,18,16.28,5.18,3
drapery,21,21,12,3.91,3
drollery,19,10,16.5,2.17,3
druidic,19,10,16.5,4.38,3
earmark,20,18,11.83,4,3
earmuff,21,21,7,1.79,3
edematous,19,5,19.2,2.68,3
eiderdown,19,7,13,3.46,3
eightfold,19,17,12.71,3.69,3
electromagnetism,21,19,13.89,3.67,3
electrophoresis,18,8,17.38,2.45,3
embrasure,18,6,13.67,2.34,3
emote,19,17,13.35,2.37,3
empiricist,18,12,16,3.19,3
encirclement,20,16,12.69,3.34,3
enflame,18,16,13.69,3.84,3
environmentalism,19,18,13.5,3.45,3
epaulet,19,11,15.45,3.01,3
epochal,18,10,15.8,4.39,3
ergot,19,13,14.23,4,3
erudition,19,8,14.75,5.18,3
euphonious,20,10,16.4,4.22,3
evaporator,21,21,11.81,3.2,3
excitation,21,17,11.12,4.31,3
exobiology,18,12,15.25,3.55,3
exotica,21,18,14.39,3.47,3
extremism,20,17,14.24,2.95,3
eyeglass,18,18,6.33,2.61,3
fabulousness,21,21,11.24,3.88,3
factoid,19,17,12.24,3.67,3
famish,18,18,9.39,2.59,3
featherhead,21,14,11.79,3.17,3
fetishistic,18,15,16.8,3.36,3
fisherwoman,19,18,7.06,4.39,3
flashover,21,10,13.6,3.86,3
flimflam,19,13,14.15,4.71,3
flincher,20,16,11.56,3.69,3
flyable,19,19,10,3.76,3
follicular,19,10,12.8,5.31,3
foraminifera,20,3,16,4,3
forester,19,18,10.44,3.6,3
forsooth,20,8,12,2.88,3
fraternization,19,16,15.31,1.78,3
frigidity,19,19,12.79,2.59,3
fructose,20,20,14.5,2.7,3
funfair,19,12,9.67,3.58,3
funicular,19,8,16.75,6.84,3
garnishment,20,19,14.79,3.94,3
gazer,21,18,9.83,3.2,3
genealogical,19,19,13.89,3.3,3
gentlemanlike,20,20,10.55,2.54,3
geologic,18,18,11.72,3.36,3
ghostwriter,19,19,12.11,3.31,3
girlhood,19,19,9.47,2.99,3
glibness,20,13,13.31,3.47,3
glycoside,19,9,16.78,2.33,3
gnarled,20,19,11,2.33,3
goateed,18,16,12.69,2.36,3
goatskin,19,16,10.25,4.27,3
goodhearted,20,20,10.05,2.68,3
goodish,18,16,10,2.58,3
googol,20,7,14.57,4.61,3
greenmail,20,5,14,3.16,3
greeter,19,19,9.26,2.86,3
grenadier,21,11,11.73,3.38,3
guffaw,19,14,12.64,2.9,3
habitability,18,17,13.76,3.09,3
habituate,18,17,13.65,4.26,3
handclasp,19,18,10.78,2.78,3
hardliner,19,15,14.47,2.92,3
harmer,19,16,10.25,4.33,3
hauler,19,16,9.75,3.36,3
headroom,20,19,9.79,3.72,3
headstand,20,20,7.15,2.16,3
hedgerow,20,11,9.91,3.48,3
heliotrope,19,15,15.27,2.66,3
hellhound,19,18,12.11,4.42,3
hermaphroditic,20,17,14.88,1.27,3
hidebound,19,12,11.25,2.38,3
hieratic,20,12,16.5,3.5,3
hindmost,20,18,11.22,2.92,3
hireling,19,15,12.87,2.5,3
hoaxer,19,16,12.25,4.99,3
hob,19,16,14,5.15,3
hogtie,18,15,10.47,2.53,3
humpy,20,13,10.23,4,3
hyperparathyroidism,20,9,19.11,3.66,3
ibex,18,7,11.71,3.15,3
icepack,19,19,6.89,2.35,3
idiopathic,18,13,17.85,2.41,3
ignominy,18,8,13.25,2.31,3
impel,21,16,14.44,4.03,3
inattention,20,20,10.65,3.87,3
incomprehension,18,18,13.44,2.83,3
incremental,18,18,11.5,2.83,3
indeclinable,20,13,12.38,2.63,3
induct,19,18,11.72,3.89,3
industrialization,21,20,11.45,2.65,3
inebriate,20,15,12.6,3.04,3
inequality,19,19,9.68,2.71,3
infantilism,19,17,15.12,3.64,3
infantilize,19,17,14.65,3.06,3
insolvent,20,19,14.32,3.64,3
insouciant,19,8,14.25,2.96,3
insular,21,19,15.74,4.15,3
intelligible,20,20,11,2.88,3
interferon,18,10,18,1.76,3
interrogatory,18,15,13.93,4.42,3
interventionist,18,15,16.07,3.61,3
intramuscular,18,11,13.18,4.29,3
irretrievable,18,18,12.28,2.59,3
issuance,19,17,12.76,1.75,3
jouster,21,21,12.43,3.28,3
juridical,21,15,14,2.3,3
kummel,20,6,17.33,3.44,3
lascar,18,7,13.57,4.28,3
leaderless,21,20,11.75,3.02,3
leaseholder,19,19,15.89,3.33,3
lecithin,19,12,15.75,5.38,3
likeability,18,18,10.5,2.98,3
lippy,20,16,10.06,3.34,3
liquidator,20,19,13.63,3.22,3
liquidity,19,17,13.76,4.62,3
loam,20,12,11.17,4.97,3
lollygag,20,20,8.4,3.45,3
lowness,19,17,8.47,2.12,3
luminescent,18,17,13.53,2.83,3
lurker,18,18,11.67,4.23,3
luxuriant,20,15,13.13,4.49,3
malamute,19,12,11.83,3.86,3
malarial,18,10,13.5,2.68,3
marmoset,18,15,13,2.45,3
marmot,19,11,13.91,3.91,3
masterly,18,16,10.62,2.53,3
maturation,20,20,13.7,3.34,3
meadowsweet,21,10,13.8,5.07,3
mesentery,20,4,15.25,1.71,3
middy,21,4,10.25,4.79,3
mildness,20,20,11.05,4.02,3
mindedness,18,16,12.62,4.15,3
mischance,19,15,12.67,3.39,3
mismanage,18,18,12.17,2.15,3
misspoken,19,19,11.58,3.61,3
moorland,21,10,13,3.8,3
mudroom,18,13,11,5.64,3
muesli,19,8,14.5,4.5,3
muzzy,20,8,13.5,5.73,3
nark,18,14,12.36,2.87,3
noblesse,20,8,13.75,2.38,3
noncombat,21,21,12.71,4.82,3
nonporous,19,15,12.93,3.86,3
northernmost,20,20,10.15,2.72,3
nurturer,20,19,11.53,2.7,3
oarsman,20,18,13.72,3.82,3
obbligato,18,9,14.33,2.65,3
observance,19,19,9.53,3.22,3
obsidian,18,16,11.5,2.68,3
ocarina,18,10,12.5,3.5,3
outbox,21,20,13.75,5.31,3
outsized,18,18,10.94,3.06,3
overanalyze,20,19,14.68,4.62,3
overnighter,19,19,9.16,3.4,3
overreach,19,19,10.68,2.75,3
oversimplify,19,19,11.42,2.24,3
pabulum,19,5,16.2,5.45,3
palpate,18,13,15,2.08,3
paratroop,19,17,11,4.61,3
pardoner,19,19,12.32,3.32,3
passionless,20,20,11.2,2.89,3
pastiche,20,6,14.67,3.44,3
patriarchy,19,17,12.35,2.45,3
patronymic,20,4,14.5,3.42,3
peacenik,20,14,14.57,4.54,3
peepshow,19,19,13.21,2.1,3
pendulous,19,14,13.21,3.68,3
percale,21,8,15.62,3.34,3
percussive,20,15,11.4,2.67,3
perjurer,21,13,13.92,2.29,3
persnickety,20,16,13,4.4,3
perverseness,20,18,14.06,2.62,3
phraseology,21,14,16.29,5,3
picayune,18,4,15.75,4.5,3
playwriting,19,19,10.68,2.73,3
plebiscite,18,8,16.88,3.04,3
polonaise,19,5,11.4,4.39,3
polycarbonate,20,18,15.56,2.97,3
portend,20,9,14.67,2.69,3
precocity,20,11,16.36,4.54,3
predawn,20,18,9.83,2.98,3
preemptory,19,16,14.75,2.35,3
prefectural,19,11,14.45,3.01,3
preoccupy,20,20,12,2.05,3
prepackaged,18,18,9.72,2.4,3
pretax,19,14,15.5,4.09,3
psalmody,20,10,15,2.31,3
psychodynamic,20,16,17.69,3.2,3
pupate,20,15,13.27,3.22,3
quaintness,18,18,12.78,2.94,3
quarterstaff,19,15,12.2,2.96,3
quisling,18,3,12.67,2.08,3
radicalism,19,17,14.41,3.59,3
radiocarbon,21,15,16.2,3.34,3
rafter,19,19,10.74,3.6,3
rapturous,18,16,13.81,2.79,3
rascality,18,13,12.31,2.78,3
rashness,21,21,12.33,2.96,3
ratfink,18,13,11,3.34,3
ratiocination,21,2,14.5,3.54,3
rearward,20,18,11.22,2.98,3
reasonableness,19,17,11.59,4.62,3
recursive,19,12,13,3.67,3
reducer,18,18,12.72,2.27,3
reformat,20,19,13.32,3.2,3
refractory,19,16,13.75,2.86,3
refurnish,19,19,11.68,2.24,3
regressive,19,18,14.78,3.02,3
remortgage,19,13,15.38,2.84,3
repackage,19,19,9.68,2.26,3
requite,18,14,15.64,2.56,3
reseal,18,18,10,2.63,3
resiliency,21,18,12.22,2.49,3
resultant,18,15,13.67,2.69,3
retentive,21,19,15.37,3.48,3
retroperitoneal,21,7,15.86,3.44,3
revengeful,20,19,10.26,2.42,3
revocable,20,19,13.21,3.05,3
ringtail,20,13,10.69,2.9,3
roaster,21,21,9.48,2.99,3
rood,18,6,12.33,3.72,3
roundtable,20,19,9.84,2.69,3
rubberneck,21,19,10.84,3.78,3
sacredness,18,17,10.18,3.57,3
schism,19,17,12.71,2.37,3
schlimazel,18,6,16.17,1.94,3
scleroderma,19,8,15.5,3.02,3
seafarer,19,17,12.94,2.95,3
seersucker,21,13,14.46,5.16,3
selectivity,21,20,12,3.2,3
semicircle,20,20,7.95,1.79,3
servo,20,13,12.92,3.04,3
shakeup,19,19,8.84,2.99,3
shinny,19,16,7.69,5.12,3
shipload,19,19,8.68,2.5,3
shirker,19,14,14.36,4.91,3
sidestep,20,19,9.84,2.97,3
silversmith,20,19,11.16,2.32,3
simulacrum,20,6,16.17,4.75,3
skipjack,19,11,10.45,3.01,3
slake,20,12,12.33,4.58,3
slalom,19,12,13.75,4.39,3
slideshow,20,20,7.45,1.85,3
slugfest,20,17,11.76,3.65,3
slushy,21,21,7.14,2.2,3
snood,19,12,10.75,1.86,3
snooper,19,18,9.39,3.07,3
solemnity,20,15,12.33,2.13,3
solicitude,20,14,16,2.99,3
specialization,19,19,11.21,3.12,3
spendthrift,19,14,13.21,2.91,3
spinsterhood,20,18,12.72,3.1,3
spokeswoman,20,20,12.25,2.71,3
squirmy,20,20,7.7,3.5,3
steersman,19,14,12.79,3.83,3
stickiness,19,18,7.17,3.37,3
streaker,19,19,11.26,3,3
streetwalking,21,20,12.35,3.75,3
strontium,19,10,16.3,2.83,3
sunbelt,21,19,11.89,3.84,3
supertanker,19,16,12.12,5.57,3
surd,18,4,12.75,2.22,3
survivability,21,20,11.7,3.51,3
sustainability,20,20,13.45,2.39,3
tabulation,18,14,14.5,2.71,3
tantalum,18,6,16.5,2.26,3
teashop,20,20,9.7,3.25,3
technocracy,21,9,17.44,2.51,3
telegrapher,21,19,10.84,2.71,3
terahertz,19,10,16,3.4,3
thirtyish,20,18,9.83,3.28,3
thousandfold,21,19,12.21,3.34,3
threescore,20,16,13.19,3.35,3
thumbscrew,20,16,12.12,3.14,3
thymus,20,10,15.4,1.71,3
tintype,19,10,17.3,5.83,3
torpor,20,8,16.25,3.54,3
townsman,20,19,9.32,2.83,3
transmogrification,18,7,15.71,2.81,3
transubstantiation,18,9,14.56,4.69,3
tweeting,18,18,16.56,8.38,3
typify,18,16,15.19,3.78,3
unblocked,19,18,9.61,2.62,3
uncivil,19,19,12.32,3.67,3
unclassified,21,20,11.8,3.37,3
unclog,20,20,8.3,3.01,3
unconquerable,20,19,12.74,3.93,3
uncorrupted,20,20,11,2.75,3
uncoupled,19,19,12.53,2.89,3
uncultured,20,20,12.3,3.66,3
underpowered,18,17,10.82,3.15,3
underscore,20,19,12.21,4.17,3
undiplomatic,20,20,14.35,2.39,3
undomesticated,19,18,14.67,3.36,3
unexceptional,20,20,10.6,2.89,3
unfroze,18,17,8.18,3.89,3
ungraceful,19,18,8.67,2,3
unhip,21,20,12.35,3.96,3
unmapped,19,18,10.83,2.87,3
unpopulated,20,19,9.63,3.11,3
unpromising,21,21,12.24,3.28,3
unrecoverable,20,20,10.75,2.81,3
unremitting,20,15,15.53,4.9,3
unsalted,19,19,7.26,2.02,3
unschooled,18,17,9.88,2.42,3
unscripted,19,19,12.26,3.57,3
unseat,19,18,10.33,3.5,3
unsentimental,18,18,12.33,3.69,3
unsettle,19,19,9.74,2.64,3
unworthiness,19,18,11.22,2.62,3
uremia,19,7,16.86,6.64,3
vainglorious,20,11,14.09,5.38,3
vicarage,18,8,13.62,4.1,3
villanelle,18,3,18,2,3
voluble,20,8,14.12,3.27,3
warmouth,20,11,17.09,3.99,3
waylay,18,13,13,4.14,3
weeper,19,19,10.63,2.89,3
whiskered,37,35,8.46,2.91,3
wholegrain,21,21,13.19,5.51,3
windsurfer,19,19,10.68,2.77,3
witchery,19,19,10.05,3.22,3
woodshop,21,21,9.52,4.06,3
xenophobia,21,16,15.62,3.48,3
yardage,20,18,11.17,3.26,3
zillionth,20,18,9.39,3.82,3
zinfandel,20,18,17.17,4,3
ablution,19,11,13.64,3.41,3
accost,22,19,13.37,4.45,3
allograft,19,5,15.2,1.92,3
anaphylaxis,19,10,17,3.8,3
andiron,19,10,12.5,3.14,3
anthracite,18,10,14.1,3.18,3
aphis,19,5,16.6,6.43,3
archival,18,15,11.2,3.32,3
artifice,18,16,12.75,4.28,3
atavism,19,13,16.15,2.79,3
authoritarian,19,19,12.95,3.42,3
bacteriological,19,16,13.94,2.08,3
bandbox,19,11,11.45,2.16,3
belabor,19,11,13.82,3.89,3
belligerency,18,12,14.25,1.36,3
billable,20,19,13.05,4.3,3
blubbery,18,17,9.82,3.28,3
boogieman,19,19,5.11,1.94,3
bowlful,19,17,7.06,2.05,3
brickyard,19,15,10.4,3.36,3
busman,19,14,11.93,4.2,3
buttonhook,18,15,10.67,4.19,3
capsular,20,12,13.33,3.7,3
caricaturist,18,14,13.64,4.81,3
carpetbag,19,18,11.44,3.82,3
catastasis,19,10,15.7,3.43,3
celebrant,18,16,12.25,4.04,3
ceremonious,18,17,11.59,2.62,3
cerium,18,7,15.57,2.99,3
charmless,18,18,10.89,4.46,3
choleric,19,16,13.88,4.47,3
chrestomathy,19,5,18,1.87,3
churchy,18,15,9.47,3.44,3
cicerone,19,6,16.17,2.4,3
clearness,20,20,8.25,3.4,3
cockiness,18,17,11.12,2.29,3
commercialize,19,19,14.05,4.38,3
conciliatory,19,14,14.21,2.72,3
concomitant,19,9,16.22,3.93,3
conservationist,18,18,13.78,3.51,3
contiguous,19,18,14.06,4.41,3
contra,19,13,15.31,4.19,3
coterie,19,6,13.67,2.66,3
counterproposal,18,16,15.19,4.43,3
courtier,18,14,12.79,2.75,3
coverall,19,19,9.32,3.33,3
cowling,18,12,12.92,4.12,3
curbstone,19,17,10.82,3.15,3
czardas,18,3,15.67,1.53,3
deepwater,18,17,10,4.49,3
defecation,18,18,12.72,3.8,3
delftware,19,6,13.67,3.56,3
demotic,18,6,15.5,1.87,3
depravation,18,16,13.62,2.25,3
dermis,20,17,13.94,3.88,3
desensitization,19,17,15.53,2.83,3
detoured,18,18,10.56,4.23,3
dictograph,19,10,13.6,5.21,3
dielectric,19,13,14.23,3.49,3
dietician,19,17,12.35,3.16,3
disembowelment,18,18,13.17,2.75,3
disinter,18,9,13.33,3.5,3
dispersion,18,14,13,3.19,3
disruptor,19,19,10.95,3.72,3
divestiture,18,8,14.25,3.77,3
doorkeeper,20,20,10.3,4.9,3
dowel,19,17,10.24,4.38,3
drachma,18,12,16.5,4.12,3
edgeways,19,17,12.29,3.39,3
edify,18,15,12.87,4.14,3
enclave,18,17,14.29,2.31,3
endoplasmic,18,11,14.73,3.29,3
eradicator,18,18,14.17,3.05,3
erasure,19,16,11.69,4.3,3
erudite,18,10,13.1,3.07,3
escutcheon,19,8,16.62,5.21,3
evildoer,18,15,8.33,3.64,3
exclusiveness,19,19,12.63,3.37,3
eyeshot,18,16,11.88,2.75,3
fishpond,18,18,6.94,1.95,3
flagman,19,16,9.5,2.34,3
flashbulb,19,18,7.78,2.69,3
fleecy,19,16,10.75,3.73,3
flub,19,18,11.67,3.18,3
fluster,19,19,12.21,3.29,3
flyweight,19,14,11.86,4.11,3
foppish,18,12,14.58,5.3,3
foreleg,19,18,10.33,3.09,3
foxhunting,19,18,10.39,3.58,3
framer,20,19,10.74,3.69,3
futz,18,7,14.29,4.11,3
gadfly,19,11,13.82,2.23,3
gemstone,18,18,7.94,2.46,3
geodesic,19,9,13.33,6.1,3
gestational,20,20,14.4,2.76,3
giantess,19,16,11.94,3.86,3
gloater,18,18,12.39,4.75,3
godhead,20,16,14,3.06,3
growler,18,16,10.62,5.16,3
gruyere,20,10,17,5.08,3
gutty,18,11,12.36,3.5,3
gymnastic,18,18,7.06,2.6,3
harasser,19,19,9.84,2.41,3
hardboiled,18,18,7.06,2.75,3
haymaker,19,17,11.06,2.93,3
heedless,19,18,13.61,4.13,3
histological,20,15,13.33,2.64,3
hobbyhorse,19,17,8.35,4.39,3
honoree,19,19,11.63,2.87,3
hookworm,19,18,10.89,2.56,3
huckster,20,13,12.54,3.43,3
humanism,19,17,14,2.89,3
hummable,19,14,11.07,4.08,3
hydrocortisone,18,15,14.33,4.69,3
hypercritical,19,17,13.82,1.94,3
inchoate,19,10,16.9,3.6,3
inductee,20,19,12.42,3.92,3
infinitive,18,18,13.28,2.8,3
intelligentsia,19,13,15.77,4.04,3
interlocutory,18,11,14.64,3.59,3
interspecies,19,17,13.59,4.29,3
introducer,20,19,9.21,3.12,3
introvert,18,17,12.41,3.43,3
inveigle,19,6,12.5,4.42,3
invigorate,18,18,11.56,3.05,3
invocation,19,15,14.07,3.1,3
iteration,19,13,14.85,3.08,3
jabberwocky,18,13,13.69,4.5,3
jaywalker,20,20,9.45,2.26,3
julienne,19,14,15.86,2.07,3
katydid,19,13,10.15,5.01,3
kibitzer,18,8,15.88,4.94,3
kingmaker,19,12,11.5,3.99,3
kitschy,18,8,16.62,4.6,3
lawmaker,19,18,9.67,2.09,3
leatherjacket,19,18,7.67,2.47,3
lethality,19,18,11.06,2.78,3
liken,18,17,11.59,2.9,3
literati,18,7,14.86,4.67,3
locknut,19,12,11.58,3.45,3
lookalike,19,19,9.68,2.93,3
loveseat,18,18,8.5,3.4,3
lumen,18,11,17,3.95,3
madding,20,15,10.8,2.68,3
magnetize,20,20,11.65,3.84,3
malingerer,18,12,15.67,3.52,3
mapmaking,18,17,10,1.84,3
maraca,18,12,9.08,4.52,3
mayfly,18,14,11.93,3.75,3
midbrain,18,16,14.62,2.68,3
midseason,19,18,10.28,2.61,3
miscast,19,17,13,3.62,3
misdiagnose,18,17,12.41,2.55,3
mislay,19,15,13.13,2.1,3
misspell,20,20,8.25,2.17,3
modulo,18,6,17.17,5.04,3
monosodium,20,17,16.53,4.05,3
mooncalf,18,7,11.71,4.07,3
moonscape,20,17,11.59,2.94,3
motorbus,19,19,9.21,3.36,3
mujahedin,19,9,17,5.74,3
mystification,20,18,12.89,3.79,3
nauseate,18,15,10.73,3.13,3
necrology,19,16,16.25,3.45,3
niggard,19,8,13.88,6.2,3
noiseless,18,18,9.78,2.9,3
nonce,19,6,14.17,3.6,3
nonchalance,18,13,12.31,3.01,3
nonentity,18,17,13,2.62,3
nonreactive,19,19,13,3.09,3
normative,19,11,14.82,4.19,3
northerly,18,17,10.65,2.47,3
offensiveness,18,17,11.41,2.65,3
originator,18,18,12.61,4.2,3
otherness,18,14,9.07,3.15,3
oust,18,17,12.71,3.35,3
outfight,19,17,11.47,4.57,3
overdramatize,18,17,12.12,2.91,3
overemotional,20,20,10.95,3.83,3
paean,19,4,14.25,2.22,3
pantheistic,18,10,13.7,4.11,3
paragliding,18,17,11.65,2.98,3
pardonable,18,17,11.41,3.18,3
passivity,19,17,13.35,2.26,3
patricide,19,10,14,3.71,3
permeable,18,15,12.93,1.87,3
polestar,18,7,12.86,2.34,3
pontiff,20,14,13.07,4.01,3
postprandial,19,6,17,3.58,3
predictor,18,18,10.5,3.15,3
privatize,18,16,13.56,2.94,3
probity,18,12,14.17,3.51,3
procurator,20,16,14.06,3.4,3
prophylaxis,18,11,15.36,2.5,3
protractor,20,20,9.75,2.38,3
protrude,20,20,12.45,3.19,3
provable,19,17,9.82,2.94,3
psychoanalytic,19,17,15.47,4.37,3
pulpy,18,17,10.18,3.38,3
pulsate,18,17,13.88,3.26,3
pulsation,20,20,13.05,3.41,3
punctuate,18,18,8.28,2.95,3
rakish,19,11,14.64,4.57,3
reawaken,19,19,9.16,3.45,3
rebroadcast,20,19,10.21,3.33,3
recompression,20,16,12.69,4.85,3
referential,18,17,15.24,2.82,3
relock,18,18,8.89,2.87,3
repacking,18,17,9.76,4.04,3
respecter,18,13,11.15,2.48,3
resubmit,18,17,10.53,2.24,3
rhythmical,20,18,12.06,2.88,3
riveter,19,19,11.21,2.76,3
rococo,18,10,15,3.09,3
ruble,20,15,12.67,3.5,3
sandbar,19,17,10.41,4.23,3
schoolmistress,20,16,14,3.54,3
sigmoid,18,8,12.75,4.27,3
skirl,18,5,16.6,4.1,3
sleepiness,20,20,6,1.41,3
slothful,18,17,12.53,3.64,3
songbook,18,18,6.39,2.99,3
sparkler,19,19,6.26,1.91,3
spasmodic,20,14,12.79,3.47,3
standardize,18,18,10.72,3.04,3
staphylococcus,18,14,14.64,4.57,3
stoical,20,19,15.58,4.29,3
sugarloaf,22,16,10.31,3.66,3
surfactant,19,10,16,3.8,3
taconite,19,7,11.29,4.96,3
tamp,19,13,15.62,4.63,3
tannic,19,8,14.75,6.04,3
tenable,21,15,14.73,5.32,3
thalamus,19,14,16.79,3.79,3
toiletry,19,19,10.16,3.55,3
tosspot,19,6,11.83,5.19,3
transcriber,18,17,12.41,3.08,3
transmute,18,13,14.15,2.82,3
triplex,18,12,13.33,3.26,3
tumescent,19,10,13.3,3.74,3
turbojet,20,19,10.63,3.74,3
unaccountable,19,19,11.37,1.89,3
unambiguous,18,18,15.11,3.2,3
unappetizing,19,18,10.67,3.5,3
unavailing,19,18,13.39,3.91,3
uncharitable,19,18,10.44,2.71,3
unclasp,19,18,10,3.38,3
uncrowned,19,19,11.26,4.21,3
underachievement,18,18,10.5,3.78,3
underexposed,18,18,12.61,3.57,3
underprepared,18,17,11.18,3.47,3
undersexed,19,15,14.6,3.11,3
undistinguished,19,18,13,2.09,3
ungraded,20,19,10.74,2.84,3
unguided,18,18,10.83,2.92,3
unlit,18,18,7.61,4,3
unprejudiced,18,18,11.22,3.23,3
unprintable,18,18,12,2.93,3
unrewarding,18,18,10.72,3.25,3
unscented,19,19,8.68,3.18,3
unskilled,18,18,10,3.41,3
unwatchable,18,18,10.22,2.86,3
unwrinkled,18,18,8.5,2.92,3
vasoconstrictor,18,10,16.3,2.54,3
vireo,19,5,14.6,2.97,3
wainscoting,19,8,15.25,3.62,3
warehousing,18,17,10.41,4.17,3
weekender,20,18,11.94,4.04,3
whoremaster,18,8,16.38,2.88,3
wielder,18,16,12.88,3.18,3
wonderfulness,19,19,9.16,2.39,3
yachtsman,19,18,11.06,3.21,3
zippered,20,20,6.8,2.35,3
chid,21,9,10.22,5.87,3
collodion,21,1,19,NA,3
cutaneous,17,9,14.67,3,3
farrier,21,9,11.78,1.86,3
ghat,21,4,15,3.46,3
glengarry,21,3,14.33,2.52,3
groat,20,4,13.5,0.58,3
liveable,20,20,11.6,3.07,3
luff,21,4,15.5,3.11,3
modiste,21,1,15,NA,3
nicker,20,11,12,3.66,3
tenon,21,4,15.5,2.08,3
urticaria,20,3,18.67,3.06,3
bloater,19,12,11,3.28,2
brigandage,19,8,13.5,3.51,2
chapbook,19,8,11.38,2,2
cleanness,19,18,6.56,2.62,2
cobber,19,10,10.4,4.06,2
collywobbles,18,6,12.17,4.07,2
concurrence,19,15,10.67,2.77,2
debater,19,19,10.95,3.06,2
domineer,19,16,10.31,2.65,2
geomancy,19,10,13,2.79,2
helical,19,10,12.3,2.87,2
househusband,19,16,13.38,4.26,2
hydrocephalus,19,9,15.78,4.68,2
jujube,19,11,9.45,4.97,2
keratin,19,15,12.13,2.85,2
lugubriousness,19,6,14.5,2.35,2
palmtop,19,10,11.1,3.25,2
sparker,19,14,8.07,3.81,2
ungallant,19,13,12,2.74,2
wheelwright,19,12,11.58,3.55,2
antenatal,19,8,17.5,3.82,2
barbiturate,20,16,14.5,2.66,2
bewitchment,20,19,10,3.92,2
cephalic,19,9,15.33,3.35,2
coenzyme,18,14,14.36,2.44,2
cohabitate,18,17,14.65,2.45,2
crispness,20,19,8.79,2.95,2
disrupter,19,18,9.22,3.9,2
driller,20,18,10.67,4.55,2
excitability,18,18,11.5,2.36,2
expiation,18,5,13.6,0.89,2
glop,18,15,9,3.7,2
haulage,20,10,10.6,2.88,2
individualist,18,15,12.4,2.69,2
kindergartner,20,20,5.05,1.32,2
laypeople,20,15,12.67,3.92,2
lenience,19,17,10.94,3.07,2
metastasize,18,15,14.73,3.08,2
mimetic,18,5,13.6,3.21,2
monosyllable,18,14,11.21,3.12,2
neuropathic,18,15,15.4,3.04,2
overtax,19,18,11.17,2.71,2
pathless,18,14,11.79,4.21,2
