Word,Pron,NMorph,POS,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Zscore,I_NMG_SD,I_NMG_Obs,I_NMG_Mean_Accuracy
withal,"wI.D""Ol",1,minor,793.22,0.87,232.3,9,0.28,632.76,-0.43,155.37,17,0.61
withdraw,"w%IT.dr""O",2,VB,675.65,-0.42,237.46,34,1,647.29,-0.46,266.13,28,1
withdrawal,"w%IT.dr""O@l",3,NN,714.84,-0.34,213.6,31,0.97,607.46,-0.49,96.67,26,0.96
withdrawing,"w%IT.dr""O.IN",3,VB|NN,683.53,-0.31,180.99,32,0.94,649.93,-0.32,156.14,27,1
withdrawn,"w%IT.dr""On",3,VB,713.31,-0.26,385.08,32,1,603.67,-0.43,146.07,27,0.96
withdrew,"w%IT.dr""u",2,VB,752.2,-0.28,380.58,30,0.91,629.67,-0.5,123.37,27,1
wither,"w""I.D@`",1,VB,718.26,-0.02,217.82,23,0.7,639.96,-0.48,128.3,28,1
withered,"w""I.D@`d",2,JJ|VB,800.93,-0.1,227.65,27,0.82,642.46,-0.3,103.5,26,1
withering,"w""I.D@`.IN",2,VB,822.18,0.02,356.21,28,0.8,622.71,-0.4,122.4,28,1
withheld,"w%IT.h""Eld",2,VB,736.21,-0.29,289.52,34,1,603.7,-0.47,127.99,27,1
withhold,"w%IT.h""old",2,VB,706.91,-0.28,243.07,34,1,571.81,-0.58,109.66,27,1
withholding,"w%IT.h""old.IN",3,NN|VB,727.32,-0.1,263.93,34,1,647.67,-0.48,133.36,27,1
within,"w%IT.""In",2,minor|NN,602.27,-0.46,127.39,33,1,610.3,-0.7,140.98,27,1
without,"w%IT.""aUt",2,minor|NN|RB,643.85,-0.57,244.61,33,0.97,581.79,-0.68,101.68,28,1
withstand,"w%IT.st""and",2,VB,647.24,-0.4,181,34,0.97,651.73,-0.44,185.48,26,0.96
withstands,"w%IT.st""andz",3,VB,730.9,-0.2,209.89,30,0.88,677.62,-0.31,151.92,26,1
withstood,"w%IT.st""Ud",2,VB,809.94,0.13,248.42,32,0.97,635.75,-0.39,152.12,28,1
witless,"w""It.l@s",2,JJ,1097.6,0.71,507.32,25,0.81,730.26,-0.24,239.05,27,1
witness,"w""It.n@s",1,NN|VB,694.65,-0.36,219.4,34,1,596.93,-0.71,102.25,28,1
witnessed,"w""It.n@st",2,VB,781.24,-0.13,314.21,33,1,610.69,-0.52,106.66,26,1
witnesses,"w""It.n@s.@z",2,NN|VB,738.41,-0.18,292.92,34,1,651.36,-0.34,190.67,28,0.97
witnessing,"w""It.n@s.IN",2,VB,833.52,0.07,305.36,31,1,709,-0.13,174.34,25,0.96
wits,"w""Its",2,NN,667.16,-0.55,216.19,31,0.89,566.92,-0.61,139.23,26,1
wittingly,"w""I4.IN.li",3,RB,743.89,0.07,295.57,27,0.84,730.48,-0.02,284.15,25,0.93
witty,"w""I4.i",2,JJ,698.09,-0.38,206.66,33,0.94,544.29,-0.74,86.99,28,1
wives,"w""aIvz",2,NN,636.3,-0.56,229.98,33,1,562.41,-0.76,98.79,27,1
wive's,"""waIvz",NULL,NULL,734.39,-0.16,260.36,31,0.97,684.44,-0.37,115.17,27,0.96
wizard,"w""I.z@`d",1,NN,607.03,-0.6,164.15,34,1,564.79,-0.59,92.7,28,1
wizardry,"w""I.z@`.dri",2,NN,805.64,0.2,274.1,22,0.71,653.61,-0.22,113.37,18,0.72
wobble,"w""A.bl=",1,VB|NN,748.4,-0.08,174.65,30,0.88,592.67,-0.56,97.8,27,0.96
wobbled,"w""A.bl=d",2,VB,755.4,-0.03,231.79,30,0.88,623.14,-0.47,107.33,28,1
wobbling,"w""A.bl=.IN",2,VB|NN,809.33,0.15,316.43,27,0.82,658.88,-0.38,168.79,25,0.96
wobbly,"w""A.bl=.i",2,JJ,823.54,0.11,348.57,24,0.77,618.33,-0.51,110.05,27,1
woe,"w""o",1,NN,732.35,-0.22,295.95,26,0.74,640.64,-0.44,113.05,28,1
woebegone,"w""o.bI.g%On",3,JJ,863.33,0.71,296.27,6,0.17,976.72,0.95,330.56,18,0.75
woeful,"w""o.fl=",2,JJ,821.48,0.15,353.79,23,0.7,675.21,-0.28,156.85,29,1
woke,"w""ok",1,VB,704.9,-0.25,196.83,30,0.88,592,-0.63,98.98,28,1
wolf,"w""Ulf",1,NN|VB,581.5,-0.66,209.45,34,0.94,564.86,-0.76,92.23,28,1
Wolfgang,"w""Ulf.gaN",1,NN,835.09,0.08,268.16,34,1,692.89,-0.19,157.43,27,1
wolfhound,"w""Ulf.h%aUnd",2,NN,807.82,0.17,282.54,28,0.88,733.96,-0.01,106.38,25,0.96
wolves,"w""Ulvz",2,NN,640.16,-0.54,169.11,32,0.94,592.36,-0.52,132.1,28,1
woman,"w""U.m@n",1,NN,545.7,-0.73,154.54,33,1,580.93,-0.68,103.05,27,1
womanhood,"w""U.m@n.h%Ud",2,NN,848.09,0.08,248.05,32,0.94,720.43,-0.08,229.61,28,1
womanish,"w""U.m@n.IS",2,JJ,857.45,0.19,238.08,33,0.97,735.3,-0.17,342.14,27,1
womanize,"w""U.m@n.aIz",2,VB,845.55,0.26,249.89,33,1,650.84,-0.42,102.82,25,0.96
womanizer,"w""U.m@n.%aIz.@`",3,NN,768.82,0.01,213.99,34,1,695.79,-0.15,183.73,28,1
womankind,"w""U.m@n.k%aInd",2,NN,900.56,0.33,269.86,34,1,708.57,-0.06,168.65,28,1
womanly,"w""U.m@n.li",2,JJ,707.68,-0.2,231.14,34,1,627,-0.46,119.78,29,1
woman's,"w""U.m@nz",2,encl,587.97,-0.6,162.07,33,1,574.96,-0.65,84.86,26,1
womb,"w""um",1,NN,700.88,-0.32,284.63,25,0.81,595.28,-0.59,104.61,25,0.96
wombat,"w""Am.bat",1,NN,770.52,0.05,220.37,21,0.64,666.48,-0.29,116.09,25,0.96
women,"w""I.mIn",1,NN,653.88,-0.61,300.78,33,1,577.89,-0.74,89.2,28,1
womenfolk,"w""I.mIn.f%ok",2,NN,762.13,0.11,258.21,31,0.91,702.92,-0.1,190.95,24,0.92
women's,"w""I.mInz",2,encl,632.32,-0.55,288.39,31,0.94,636.78,-0.57,119.93,27,1
wanderers,"w""An.4@`.@`z",3,NN,727.44,-0.19,229.65,27,0.84,696.62,-0.29,139.18,26,0.93
wandering,"w""An.4@`.IN",2,VB|NN,817.88,0.04,316.24,33,1,675.31,-0.28,190.42,26,0.96
wanderings,"w""An.4@`.INz",3,NN,894.53,0.39,334.93,30,0.94,752.33,-0.01,185.22,27,1
wanders,"w""An.4@`z",2,VB,726.94,-0.24,238.89,31,0.97,637.15,-0.48,142.19,27,0.96
wane,"w""en",1,VB|NN,740.68,0.08,266.63,22,0.63,580.04,-0.5,101.81,27,0.96
waned,"w""end",2,VB,793.96,0.06,201.82,24,0.73,739.73,-0.01,242.92,22,0.81
wanderlust,"w""An.4@`.l%Vst",2,NN,942.73,0.63,223.85,11,0.33,973.73,0.83,295.18,22,0.81
waning,"w""en.IN",2,VB|JJ,768.24,0.24,200.1,21,0.64,689.52,-0.07,133.33,21,0.81
wanker,"w""aNk.@`",2,NN,910.86,0.39,315.78,14,0.48,686.04,-0.22,164.05,24,0.89
wanna,"w""A.n@",2,encl,881.14,0.25,341.16,22,0.61,706.09,-0.23,246.18,23,0.88
want,"w""Ant",1,VB|NN,596.21,-0.57,155.77,33,1,580.24,-0.59,94.04,25,1
wanted,"w""An4.@d",2,VB,531.73,-0.84,93.77,33,1,579.04,-0.69,119.77,28,1
wanting,"w""An4.IN",2,VB,683.13,-0.41,301,32,0.94,653.04,-0.41,192.06,27,1
wanton,"w""An.tn=",1,JJ|NN,729.25,0.22,266.21,24,0.71,669.79,-0.16,149.58,24,0.92
wants,"w""Ants",2,VB|NN,593.35,-0.63,158.89,34,0.97,599.96,-0.51,118.33,27,1
war,"w""Or",1,NN|VB,580.72,-0.62,188.3,32,0.97,542.12,-0.77,52.18,26,0.96
warble,"w""Or.bl=",1,VB|NN,807.62,0.02,265.12,13,0.39,647.39,-0.31,126.79,23,0.82
warbler,"w""Or.bl=.@`",2,NN,848.46,0.39,326.99,13,0.37,669.09,-0.12,160.95,22,0.79
warbling,"w""Or.bl=.IN",2,VB,805.38,0.27,135.09,8,0.26,785.08,0.17,231.08,24,0.86
ward,"w""Ord",1,NN|VB,669.09,-0.36,223.22,32,0.94,578.57,-0.62,99.39,28,1
warden,"w""Or.dn=",2,NN,766.29,-0.13,291.67,28,0.88,655.23,-0.28,102.32,26,1
wardens,"w""Or.dn=z",3,NN,949.69,0.27,547.01,32,0.91,658.23,-0.43,164.58,26,0.96
wardrobe,"w""Or.drob",1,NN,763.67,-0.13,242.14,33,1,677.42,-0.31,185.31,26,0.96
wardroom,"w""Ord.r%um",2,NN,851.67,0.2,373.16,9,0.3,792.14,0.2,195.11,22,0.85
wards,"w""Ordz",2,NN,678.03,-0.37,344.63,30,0.88,595.96,-0.6,114.88,28,1
ward's,"w""Ordz",2,encl,769.16,-0.06,158.34,31,0.91,582.2,-0.67,105.41,25,1
ware,"w""Er",1,NN,690.68,-0.33,252,31,0.94,703.82,-0.23,303.7,28,1
warehouse,"w""Er.h%aUs",2,NN,717.76,-0.38,212.37,34,1,636.57,-0.41,110.49,28,1
warehouses,"w""Er.h%aUz.@z",3,NN,766.64,-0.07,292.84,33,0.97,647.07,-0.35,136.99,27,1
warehousing,"w""Er.h%aUz.IN",3,NN|VB,803.6,0.28,227.1,30,0.88,755.88,0.01,175.59,26,0.96
wares,"w""Erz",2,NN,846.97,0.04,317.2,29,0.88,638.93,-0.39,157.28,28,1
warfare,"w""Or.f%Er",2,NN,728.24,-0.19,321.7,33,1,623.5,-0.29,88.07,26,0.96
warhead,"w""Or.h%Ed",2,NN,776.36,-0.07,335.94,33,0.97,649,-0.48,143.08,27,0.96
warhorse,"w""Or.h%Ors",2,NN,744.93,0.11,313.73,27,0.84,715.5,-0.22,223.62,22,0.85
warily,"w""E.r@.li",2,RB,782.04,0.15,303.67,23,0.7,783.04,0.03,219.88,24,0.89
warlike,"w""Or.l%aIk",2,JJ|RB,659.67,-0.42,166.09,33,1,628.89,-0.48,168.85,27,1
warlock,"w""Or.lAk",1,NN,731.36,-0.22,296.76,33,0.97,642.54,-0.31,142.62,26,0.96
warlord,"w""Or.l%Ord",2,NN,840.19,-0.05,301.63,32,0.94,659.35,-0.31,169.8,26,0.9
warm,"w""Orm",1,JJ|VB,591.53,-0.75,219.51,34,0.97,557.3,-0.68,78.75,27,1
warmed,"w""Ormd",2,VB|JJ,626.55,-0.36,204.4,33,0.97,600.04,-0.61,116.07,26,1
warmer,"w""Orm.@`",2,JJ|RB,741.91,-0.21,306.15,33,1,634.11,-0.35,169.26,28,1
warmhearted,"w%Orm.h""Ar4.@d",3,JJ,810.32,0.07,307.09,34,1,756.59,0.09,179.32,27,1
warming,"w""Orm.IN",2,NN|VB|JJ,617,-0.57,239.02,33,0.97,623.81,-0.56,129.66,27,1
warmish,"w""Orm.IS",2,JJ,755.6,-0.08,279.31,25,0.78,719.56,-0.18,184.06,27,0.96
warmly,"w""Orm.li",2,RB,617.03,-0.59,173.6,31,0.91,643,-0.41,91.53,27,1
warmonger,"w""Or.m%VN.g@`",2,NN,935.13,0.59,468.31,8,0.27,887.52,0.47,315.92,21,0.95
warms,"w""Ormz",2,VB,705.07,-0.46,435.88,30,0.94,646.04,-0.41,153.25,24,0.92
warmth,"w""OrmT",1,NN,595.06,-0.61,124.37,32,0.97,634.12,-0.47,181.69,26,1
warmup,"w""Orm.%Vp",2,NN,849.36,0.04,437.63,25,0.76,676.04,-0.27,233.14,28,1
warmongering,"w""Or.m%VN.g@`.IN",3,VB|NN,982.43,1.05,184.03,7,0.24,901.36,1.26,237.54,14,0.7
warn,"w""Orn",1,VB,608.58,-0.56,197.02,33,0.97,568.54,-0.58,99.14,26,1
warned,"w""Ornd",2,VB,601.45,-0.62,151.51,31,0.97,604.18,-0.5,94.06,28,1
warning,"w""Orn.IN",2,NN|VB,612.12,-0.55,240.98,33,0.97,564.82,-0.69,105.74,28,1
warningly,"w""Orn.IN.li",3,RB,822.93,-0.11,345.29,27,0.84,766.57,-0.02,315.54,23,1
warnings,"w""Orn.INz",3,NN,623.97,-0.58,146.37,32,1,597.7,-0.56,83.63,27,0.96
warns,"w""Ornz",2,VB,730.61,-0.38,382.26,33,0.97,609.52,-0.56,109.31,25,1
warp,"w""Orp",1,NN|VB,713.97,-0.54,310.38,32,1,640.44,-0.46,157.13,27,0.96
warped,"w""Orpt",2,VB|JJ,719.1,-0.36,278.95,30,0.91,674.76,-0.3,126.64,25,1
warping,"w""Orp.IN",2,VB|NN,787,0.1,326.02,31,0.91,623.93,-0.42,166.39,28,1
warrant,"w""O.r@nt",1,NN|VB,724.61,-0.24,253.64,33,0.97,635.5,-0.38,103.74,28,1
warranted,"w""O.r@n4.@d",2,VB,815.84,-0.06,331,31,0.94,661.64,-0.22,241.58,28,1
warrantee,"w%O.r@nt.""i",2,NN,931.64,0.7,336.65,22,0.69,681.67,-0.24,112.34,24,1
warrants,"w""O.r@nts",2,NN|VB,633.76,-0.47,117.14,34,1,643.78,-0.4,99.69,27,0.96
warranty,"w""O.r@n4.i",2,NN,733.19,-0.34,230.19,31,0.94,677.93,-0.26,127.79,29,1
warred,"w""Ord",2,VB,836.2,0.61,300.23,15,0.44,687.33,-0.24,161.6,18,0.67
warren,"w""O.r@n",1,NN,617.48,-0.48,197.71,25,0.81,643.37,-0.34,160.75,27,1
Warren's,"w""O.r@nz",2,encl,709.81,-0.16,209.96,32,0.97,636.73,-0.43,107.55,26,1
warring,"w""Or.IN",2,VB,738.75,-0.05,231.98,20,0.61,635.83,-0.34,158.78,23,0.85
warrior,"w""O.ri@`",2,NN,665.52,-0.49,274,33,1,610.32,-0.53,127.58,28,1
warriors,"w""O.ri@`z",3,NN,624.3,-0.45,186.42,33,0.97,635.96,-0.37,138.97,27,1
wars,"w""Orz",2,NN,594.43,-0.72,185.12,35,1,552.89,-0.67,106.41,28,1
war's,"w""Orz",2,encl,711.79,-0.21,307.82,33,1,573.61,-0.74,130.82,28,1
Warsaw,"w""Or.sO",1,NN,875.85,0.26,322.89,26,0.81,696.52,-0.23,155.03,27,1
Warsaw's,"w""Ors%Oz",NULL,NULL,926.9,0.7,280.24,29,0.85,702.19,-0.17,106.93,26,0.96
warship,"w""Or.S%Ip",2,NN,788.47,0,326.35,30,0.88,634.56,-0.56,203.39,25,0.96
warships,"w""Or.S%Ips",3,NN,695,-0.3,251.32,27,0.84,608.63,-0.41,106.4,27,0.96
wart,"w""Ort",1,NN,676.38,-0.45,331.96,32,0.94,583.79,-0.67,80.02,28,1
warthog,"w""Ort.h%Og",2,NN,901.74,0.4,450.5,23,0.7,762.8,0.22,227.83,25,0.89
wartime,"w""Or.t%aIm",2,NN|JJ,704.41,-0.19,214.68,32,1,627.26,-0.4,111.12,27,1
wartorn,"w""Or.t%Orn",3,JJ,1013.07,0.89,223.12,14,0.41,722.17,0.01,145.03,23,0.88
warts,"w""Orts",2,NN,663.03,-0.59,191.1,33,0.94,616.56,-0.49,119.71,27,1
warty,"w""Or4.i",2,JJ,805.4,0.22,179.07,15,0.47,674.04,-0.22,179.26,24,0.89
wary,"w""E.ri",1,JJ|NN,736.93,-0.19,236.21,29,0.88,622.2,-0.42,99.97,25,0.93
was,"w""Vz",1,VB,601.12,-0.57,182.33,33,0.97,574.96,-0.61,120.81,27,1
wash,"w""AS",1,NN|VB,662.65,-0.61,306.28,31,0.94,546.11,-0.81,81.89,28,1
washable,"w""AS.@.bl=",2,JJ,634.79,-0.35,162.89,33,1,614.07,-0.44,96.67,27,1
washbasin,"w""AS.b%e.sn=",2,NN,866.59,0.62,212.17,29,0.88,822.93,0.47,235.11,27,0.96
washboard,"w""AS.b%Ord",2,NN,755.76,-0.28,361.49,33,1,599.61,-0.47,72.15,28,1
washbowl,"w""AS.b%ol",2,NN,794.94,-0.06,321.79,31,0.91,648.59,-0.36,160.41,27,0.96
washcloth,"w""AS.kl%OT",2,NN,712.59,-0.28,178.66,34,1,619.78,-0.4,121.01,27,1
washday,"w""AS.d%e",2,NN,974.75,0.71,354.67,28,0.88,699.52,-0.15,175.56,27,1
washed,"w""ASt",2,VB,620.17,-0.63,153.02,35,1,588.78,-0.56,115.99,27,1
washer,"w""AS.@`",2,NN,628.68,-0.58,256.83,31,0.97,591.96,-0.59,111.57,26,1
washes,"w""AS.@z",2,NN|VB,628.25,-0.47,168.67,32,0.94,593.63,-0.62,130.62,27,1
washing,"w""AS.IN",2,VB|NN,664.91,-0.5,326.42,34,0.97,602.07,-0.63,114.5,27,1
washings,"w""AS.INz",3,NN,775.38,0.01,298.87,32,0.97,592,-0.49,89.12,27,1
Washington,"w""A.SIN.t@n",2,NN,663.58,-0.37,179.37,31,0.97,579.21,-0.67,109.26,28,1
Washington's,"w""A.SIN.t@nz",3,encl,694.67,-0.24,279.55,33,1,595.37,-0.6,119.4,27,1
washout,"w""AS.%aUt",2,NN,802.55,0.08,270.73,22,0.67,729.65,-0.19,279.77,23,0.88
washroom,"w""AS.r%um",2,NN,738.35,-0.17,211.25,34,1,618.7,-0.49,137.11,27,0.96
washstand,"w""AS.st%and",2,NN,994.21,0.69,352.91,29,0.94,714.63,-0.04,163.59,27,0.96
wasn't,"w""Vz.n=t",2,encl,644.03,-0.34,225.78,33,1,638.19,-0.49,205.94,27,1
wasp,"w""Asp",1,NN,674.62,-0.51,294.89,29,0.88,603.5,-0.56,170.51,26,0.93
wassail,"w""A.sel",1,NN|VB,879.33,0.75,246.26,6,0.19,873.43,0.33,272.87,7,0.33
wastage,"w""est.IdZ",2,NN,914.78,0.26,288.38,18,0.53,796.32,0.09,276.82,22,0.92
waste,"w""est",1,NN|VB|JJ,679.03,-0.56,434.39,33,0.97,560.81,-0.72,94.25,27,1
wastebasket,"w""est.b%a.sk@t",2,NN,807.19,-0.09,358.69,32,0.97,637.85,-0.37,142.38,27,1
wasted,"w""est.@d",2,VB,612.76,-0.52,126.16,34,1,584.92,-0.54,109.67,25,1
wasteful,"w""est.fl=",2,JJ,676.31,-0.22,184.43,32,0.94,594.11,-0.58,115.7,27,1
wasteland,"w""est.l%and",2,NN,670.15,-0.39,193.62,33,0.97,654.39,-0.47,214.23,28,1
wastes,"w""ests",2,NN|VB,692.73,-0.43,258.33,30,0.88,597.82,-0.54,116.53,28,1
wastewater,"w""est.w%O.4@`",2,NN,987.86,0.36,398.66,29,0.91,743.07,0,271.93,27,1
wasting,"w""est.IN",2,VB,678.9,-0.33,207.85,30,0.94,694.12,-0.19,185.06,26,1
watch,"w""AtS",1,VB|NN,548.06,-0.83,174.97,35,1,527.54,-0.8,82.6,28,1
watchband,"w""AtS.b%and",2,NN,886.03,0.25,385.45,34,1,618.67,-0.47,126.42,27,0.96
watchdog,"w""AtS.d%Og",2,NN,703.58,-0.32,289.33,33,1,621.82,-0.57,145.93,28,1
watched,"w""AtSt",2,VB,633.19,-0.68,158.97,31,0.97,558.22,-0.84,83.35,27,1
watchers,"w""AtS.@`z",3,NN,641.31,-0.43,178.42,32,1,580.75,-0.61,93.79,28,1
watches,"w""AtS.@z",2,NN|VB,617.91,-0.6,245.43,33,1,569.04,-0.8,108.01,27,1
watchful,"w""AtS.fl=",2,JJ,644.81,-0.44,179.55,32,0.94,617.56,-0.54,100.52,27,1
watching,"w""AtS.IN",2,VB|NN,660.42,-0.39,258.86,31,0.94,534.78,-0.85,71.11,27,1
watchmaker,"w""AtS.m%ek.@`",3,NN,679.63,-0.34,188.23,30,0.94,651.15,-0.34,169.75,26,0.96
watchman,"w""AtS.m@n",2,NN,652.06,-0.38,209.28,33,0.97,605.71,-0.68,133.66,28,1
watchmen,"w""AtS.m@n",2,NN,650.35,-0.54,168.02,34,1,603.12,-0.62,124.98,26,1
watchstrap,"w""AtS.str%ap",2,VB|JJ,975.82,0.76,316.7,28,0.85,800.72,0.16,248.2,25,0.89
watchtower,"w""AtS.t%aUr",2,NN,763.52,-0.16,266.86,29,0.88,663.1,-0.28,172.75,29,1
water,"w""O.4@`",1,NN|VB,564.88,-0.84,172.18,33,1,569.7,-0.75,126.91,27,0.96
waterbird,"w""O.4@`.b%3`d",2,NN,944.56,0.51,383.55,32,0.97,677.81,-0.18,128.88,27,1
waterborne,"w""O.4@`.b%Orn",2,JJ,967,0.53,344.66,19,0.66,647.32,-0.34,109.04,28,1
Waterbury,"w""O.4@`.b%E.ri",2,NN,779.61,0.22,200,18,0.6,624.82,-0.32,108.2,22,0.88
watercannon,"w""O.4@`.k%a.n@n",2,NN,1031.46,0.68,269.2,28,0.9,748.22,0.09,180.57,27,0.96
watercolorist,"""wOt@`.""k@l@`Ist",NULL,NN,1125.97,1.08,294.85,30,0.97,830.31,0.62,232.68,26,0.96
watercolorists,"""wOt@`.""k@l@`Ists",NULL,NULL,1050.89,0.96,320.13,27,0.87,843.08,0.39,207.85,26,0.93
watercolors,"w""O.4@`.k%V.l@`z",3,NN,709.44,-0.22,252.41,32,1,669.85,-0.44,137.02,27,1
watercolor,"w""O.4@`.k%V.l@`",2,NN,686.28,-0.33,223.99,32,0.97,644.81,-0.39,86.73,26,0.96
watercourse,"w""O.4@`.k%Ors",2,NN,911.21,0.45,343.84,28,0.82,704.69,-0.12,132.88,26,0.96
watercress,"w""O.4@`.kr%Es",2,NN,930.82,0.51,344.58,22,0.67,844.93,0.37,262.49,28,1
watered,"w""O.4@`d",2,VB,694.53,-0.26,227.68,30,0.91,620.52,-0.49,178.54,29,1
waterfall,"w""O.4@`.f%Ol",2,NN,638.94,-0.49,185.67,34,1,578.36,-0.59,100.38,28,1
waterfalls,"w""O.4@`.f%Olz",3,NN,703.97,-0.28,221.17,34,0.97,652.57,-0.42,195.52,28,1
waterfowl,"w""O.4@`.f%aUl",2,NN,664.16,-0.3,184.9,25,0.74,661.04,-0.27,111.66,24,0.89
waterfront,"w""O.4@`.fr%Vnt",2,NN,694.97,-0.45,273.13,33,1,630.29,-0.37,141.39,28,1
waterhole,"""wOt@`.hol",NULL,NULL,753.84,-0.06,303.6,31,0.97,615.52,-0.3,103.99,27,1
watering,"w""O.4@`.IN",2,VB,791.12,-0.15,379.72,33,0.94,665.89,-0.22,133.51,28,1
waterline,"w""O.4@`.l%aIn",2,NN,820.97,-0.06,297.34,33,0.97,662.32,-0.42,203.09,28,1
waterlogged,"w""O.4@`.l%Ogd",3,JJ,843.61,0.27,225.54,33,0.97,705.85,-0.15,140.82,27,1
Waterloo,"w%O.4@`.l""u",1,NN,797.37,0.06,244.47,27,0.82,733.96,-0.14,242.5,26,1
watermark,"w""O.4@`.m%Ark",2,NN,828.68,0,452.38,31,0.94,640.46,-0.51,116.61,28,1
watermelon,"w""O.4@`.m%E.l@n",2,NN,774.87,-0.1,318.86,31,1,650.27,-0.32,107.54,26,1
watermill,"w""O.4@`.m%Il",2,NN,730.77,-0.08,251.39,31,0.97,607.67,-0.34,129.15,27,1
waterpower,"w""O.4@`.p%aUr",2,NN,808.37,-0.19,352.6,30,0.97,618.55,-0.46,107.11,29,1
wattles,"w""A.4l=z",2,NN,842,0.21,262.09,10,0.3,705.86,-0.09,199.89,22,0.76
wave,"w""ev",1,NN|VB,616.64,-0.75,320.27,33,0.97,548.11,-0.79,77.22,28,1
waved,"w""evd",2,VB,633.85,-0.46,229.36,33,1,576.46,-0.6,118.86,28,1
waterproof,"w""O.4@`.pr%uf",2,NN|JJ,654.42,-0.36,253.06,33,1,599.29,-0.49,95.92,28,1
waterproofing,"w""O.4@`.pr%uf.IN",3,VB|NN,793.7,0.12,228.06,33,1,680.3,-0.27,95.34,27,0.96
waters,"w""O.4@`z",2,NN|VB,580.72,-0.71,160.33,32,0.97,614.89,-0.52,127.73,27,0.96
water's,"w""O.4@`z",2,encl,672.97,-0.37,212.92,32,1,568,-0.7,100.11,25,0.93
watershed,"w""O.4@`.S%Ed",2,NN,784.72,0.05,292.92,32,1,738.89,-0.03,218.36,27,1
watersheds,"w""O.4@`.S%Edz",3,NN,784.88,0.03,256.17,32,0.97,713.86,-0.08,156.62,28,1
waterside,"w""O.4@`.s%aId",2,NN,822.03,0.07,332.56,34,1,649,-0.35,100.79,27,0.96
waterskiing,"""wOt@`.""skiIN",NULL,NULL,899.88,0.24,425.27,33,0.94,703.56,-0.08,151.28,27,1
waterspout,"w""O.4@`.sp%aUt",2,NN,827.66,0.24,290.16,29,0.94,680.44,-0.36,113.86,25,0.89
watertable,"w""O.4@`.t%e.bl=",2,NN,1132.46,1.02,386.08,28,0.88,779.21,0.29,195.4,24,0.86
watertight,"w""O.4@`.t%aIt",2,JJ,875.37,0.31,260.36,30,0.91,737.64,0.06,218.3,28,1
waterway,"w""O.4@`.w%e",2,NN,684.15,-0.31,197.55,34,1,633.67,-0.32,118.65,27,0.96
waterways,"w""O.4@`.w%ez",3,NN,694.28,-0.23,172.55,32,1,630.93,-0.46,97.75,28,1
waterwheel,"""wOt@`%hwil",NULL,NULL,828.7,0.1,274.88,30,0.88,683.92,-0.09,121.9,24,1
waterwings,"w""O.4@`.w%INz",3,NN|VB,829.28,0.26,271.82,29,0.88,757.37,0.07,190.68,27,0.96
waterworks,"w""O.4@`.w%3`ks",3,NN,783.13,-0.18,319.41,30,0.94,682.04,-0.33,171.17,28,1
watery,"w""O.4@`.i",2,JJ,700.94,-0.1,309.79,31,0.97,583.36,-0.63,108.06,28,1
Watson,"w""At.sn=",2,NN,682.38,-0.42,191.68,32,0.97,611.19,-0.55,105.23,27,1
Watson's,"w""At.sn=z",3,encl,784.73,-0.06,261.5,33,1,594.44,-0.6,91.14,27,0.96
watt,"w""At",1,NN,703.1,-0.27,167.77,29,0.85,610.25,-0.56,99.69,28,1
wattage,"w""A4.IdZ",2,NN,907.07,0.27,283.05,14,0.42,697.91,-0.16,115.9,23,0.85
wavelength,"w""ev.l%ENT",2,NN,691.15,-0.16,180.09,33,0.97,625.25,-0.38,148.92,28,1
wavelengths,"w""ev.l%ENTs",3,NN,722.94,-0.16,155.72,31,0.91,710.43,-0.18,153.42,28,1
waver,"w""e.v@`",1,VB,710,-0.39,273.5,31,0.94,603.61,-0.63,111.94,28,1
wavers,"w""ev.@`z",3,NN,703.06,-0.24,268.86,32,0.94,627.89,-0.49,114.08,27,1
waves,"w""evz",2,NN|VB,534.7,-0.8,79.56,33,0.97,567.96,-0.73,114.33,27,1
waving,"w""ev.IN",2,VB|NN,726.39,-0.4,379.84,31,0.97,606.86,-0.61,176.76,28,1
wavy,"w""ev.i",2,JJ,680.65,-0.43,295.4,31,0.94,597.77,-0.57,119.31,26,1
wax,"w""aks",1,NN|VB,638.15,-0.47,299.63,33,0.97,579.37,-0.65,108.04,27,1
waxed,"w""akst",2,VB|JJ,645.33,-0.54,245.13,33,1,557.67,-0.73,88.79,27,1
waxen,"w""aks.n=",2,JJ,690.35,-0.29,295.78,26,0.79,583.96,-0.62,111.26,24,0.89
waxing,"w""aks.IN",2,VB|NN|JJ,693.48,-0.38,247.31,33,0.97,570.86,-0.75,82.52,28,1
waxwork,"w""aks.w%3`k",2,NN,779.31,0.13,254.74,26,0.76,637.36,-0.33,99.33,25,0.96
waxworks,"w""aks.w%3`ks",3,NN,805.36,0.42,180.13,28,0.85,664.72,-0.33,146.56,25,0.96
waxy,"w""aks.i",2,JJ,631.06,-0.46,205.8,33,0.97,556.26,-0.75,106.23,27,1
way,"w""e",1,NN,581.32,-0.84,263.31,34,1,580,-0.66,146.83,29,1
wayfarer,"w""e.f%Er.@`",3,NN,863.11,0.4,321.37,19,0.59,726.68,0.04,299.6,22,0.76
waylaid,"w%e.l""ed",3,VB,951.54,0.61,342.95,13,0.41,760.33,0.25,182.81,21,0.81
